environment,continuous,fov,ff,rnn,transformer,single,maml
sliding $10^{-3}$,3.49 $\pm$ 0.15,N/A,7.42 $\pm$ 0.05,2.52 $\pm$ 0.07,2.43 $\pm$ 0.07,82.54 $\pm$ 16.27,N/A
